Timestamp,longitude,latitude,Speed,Operatorname,Operator,CGI,Node,HR,id,LAC,NetworkTech,NetworkMode,Level,Qual,SNR,CQI,rssi,ARFCN,DL_bitrate,UL_bitrate,PSC,Altitude,Height,Accuracy,Location,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,TESTDOWNLINK,TESTUPLINK,TESTDOWNLINKMAX,TESTUPLINKMAX,Test_Status,DataConnection_Type,DataConnection_Info,Layer,Filemark,IMEI,Distance,Bearing,IP,TA,EVENT,EVENTDETAILS,IMSI,MSISDN,SERVINGTIME,CELLHEX,NODEHEX,LACHEX,RAWCELLID,VERSION_NAME,VERSION_CODE,DEVICE,BAND,BANDWIDTH,SIN(LAT2),COS(LAT2),LONG2-LONG1,COS(LONG2-LONG1),SIN(LAT1)*SIN(LAT2),cos(lat1) * cos(lat2) ,cos(lat1) * cos(lat2) * cos(long2 – long1)],(sin(lat1) * sin(lat2)) + cos(lat1) * cos(lat2) * cos(long2 – long1)],ARCOS,3963*ARCOS,KILOMETERS(D2),(D2)^2,(Tx-Rx)^2+(D2)^2,D3 = sqrt((Tx-Rx)^2+(D2)^2)
2022.11.14_15.19.06,80.15627,12.840987,0,40440,40440,4.04E+14,605135,22.09944751,15,42107,4G,4G,-88,-17,-2.2,-,-64,39150,0,0,15,-59,-59,8,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,21,LOG START,,,,20,F,93BCF,A47B,154914575,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271177717,0.962529296,0.000645,0.999999792,0.073096393,0.926902181,0.926901988,0.999998381,0.001799538,7.131567606,11.47714554,131.7248697,1590.20097,39.877324
2022.11.14_15.19.06,80.156243,12.841019,0,40440,40440,4.04E+14,605135,22.09944751,15,42107,4G,4G,-88,-17,-2.2,-,-64,39150,0,0,15,-60,-60,5,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,21,,,,,20,F,93BCF,A47B,154914575,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271208518,0.962520618,0.000618,0.999999809,0.073104695,0.926893824,0.926893647,0.999998342,0.001820946,7.216408819,11.61368423,134.8776615,1593.353762,39.91683556
2022.11.14_15.19.39,80.156178,12.841084,0,40440,40440,4.04E+14,605135,22.09944751,15,42107,4G,4G,-87,-14,5.6,-,-63,39150,0,0,15,-64,-64,4,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,21,,,,,47,F,93BCF,A47B,154914575,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271271081,0.962502987,0.000553,0.999999847,0.073121559,0.926876846,0.926876704,0.999998263,0.001863664,7.385700354,11.88613255,141.280147,1599.756247,39.99695297
2022.11.14_15.20.04,80.156178,12.841084,0,40440,40440,4.04E+14,605135,22.09944751,215,42107,4G,4G,-80,-13,2,-,-63,39294,0,0,15,-64,-64,4,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,,HANDOVER_DATA_4G4G,404-40-42107-605135-15-39150-15:404-40-42107-605135-215-39294-15,,,68,D7,93BCF,A47B,154914775,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271271081,0.962502987,0.000553,0.999999847,0.073121559,0.926876846,0.926876704,0.999998263,0.001863664,7.385700354,11.88613255,141.280147,1599.756247,39.99695297
2022.11.14_15.20.29,80.156178,12.841084,0,40440,40440,4.04E+14,605135,22.09944751,215,42107,4G,4G,-80,-13,8.6,-,-64,39294,0,0,15,-64,-64,4,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,,LOG_END,,,,1,D7,93BCF,A47B,154914775,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271271081,0.962502987,0.000553,0.999999847,0.073121559,0.926876846,0.926876704,0.999998263,0.001863664,7.385700354,11.88613255,141.280147,1599.756247,39.99695297
2022.11.14_15.21.03,80.156164,12.841086,0,40440,40440,4.04E+14,605135,22.09944751,215,42107,4G,4G,-80,-13,0.8,-,-63,39294,0,0,15,0,0,11,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,,LOG START,,,,1,D7,93BCF,A47B,154914775,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271273006,0.962502445,0.000539,0.999999855,0.073122078,0.926876324,0.926876189,0.999998267,0.001861779,7.37823032,11.8741107,140.9945048,1599.470605,39.99338201
2022.11.14_15.21.03,80.156158,12.841093,0,40440,40440,4.04E+14,605135,22.09944751,215,42107,4G,4G,-80,-13,0.8,-,-63,39294,0,0,15,-71,-71,4,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,,,,,,1,D7,93BCF,A47B,154914775,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271279743,0.962500546,0.000533,0.999999858,0.073123894,0.926874495,0.926874363,0.999998257,0.001866907,7.398550576,11.90681298,141.7721953,1600.248295,40.00310357
2022.11.14_15.22.24,80.156153,12.841097,0,40440,40440,4.04E+14,605135,22.09944751,15,42107,4G,4G,-89,-16,2.6,-,-63,39150,0,0,15,0,0,7,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,21,LOG START,,,,17,F,93BCF,A47B,154914575,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271283593,0.962499461,0.000528,0.999999861,0.073124932,0.92687345,0.926873321,0.999998253,0.001869438,7.408582996,11.92295859,142.1569416,1600.633042,40.00791224
2022.11.14_15.22.24,80.156147,12.841103,0,40440,40440,4.04E+14,605135,22.09944751,15,42107,4G,4G,-89,-16,2.6,-,-63,39150,0,0,15,-65,-65,10,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,21,,,,,17,F,93BCF,A47B,154914575,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271289368,0.962497833,0.000522,0.999999864,0.073126488,0.926871883,0.926871756,0.999998245,0.001873655,7.425294591,11.9498533,142.7989939,1601.275094,40.0159355
2022.11.14_15.22.58,80.156147,12.841103,0,40440,40440,4.04E+14,605135,22.09944751,10,42107,4G,4G,-112,-19,-2.2,-,-69,39150,0,0,264,-65,-65,10,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,,CELL_RESELECTION_4G4G,404-40-42107-605135-15-39150-15:404-40-42107-605135-10-39150-264,,,46,A,93BCF,A47B,154914570,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271289368,0.962497833,0.000522,0.999999864,0.073126488,0.926871883,0.926871756,0.999998245,0.001873655,7.425294591,11.9498533,142.7989939,1601.275094,40.0159355
2022.11.14_15.23.11,80.156187,12.841016,3,40440,40440,4.04E+14,605135,22.09944751,10,42107,4G,4G,-112,-19,-2.2,-,-69,39150,0,0,264,-61,-61,12,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,,,,,,1,A,93BCF,A47B,154914570,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.27120563,0.962521432,0.000562,0.999999842,0.073103917,0.926894608,0.926894461,0.999998378,0.001801188,7.13810808,11.48767141,131.9665944,1590.442694,39.88035474
2022.11.14_15.23.18,80.156187,12.841016,3,40440,40440,4.04E+14,605135,22.09944751,10,42107,4G,4G,-112,-19,-2.8,-,-70,39150,0,0,264,-61,-61,12,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,,LOG_END,,,,1,A,93BCF,A47B,154914570,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.27120563,0.962521432,0.000562,0.999999842,0.073103917,0.926894608,0.926894461,0.999998378,0.001801188,7.13810808,11.48767141,131.9665944,1590.442694,39.88035474
2022.11.14_15.23.35,80.156202,12.84106,2,40440,40440,4.04E+14,605135,22.09944751,210,42107,4G,4G,-84,-14,3.8,-,-63,39294,17,2,264,0,0,15,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,22,LOG START,,,,3,D2,93BCF,A47B,154914770,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271247981,0.962509498,0.000577,0.999999834,0.073115332,0.926883115,0.926882961,0.999998293,0.001847493,7.321614805,11.78299686,138.8390149,1597.315115,39.96642485
2022.11.14_15.23.35,80.156201,12.841092,2,40440,40440,4.04E+14,605135,22.09944751,210,42107,4G,4G,-84,-14,2.4,-,-64,39294,0,0,264,-68,-68,6,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,22,,,,,4,D2,93BCF,A47B,154914770,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271278781,0.962500817,0.000576,0.999999834,0.073123635,0.926874756,0.926874602,0.999998237,0.001877752,7.441529477,11.97598081,143.4241165,1601.900216,40.02374566
2022.11.14_15.23.42,80.156144,12.841169,2,40440,40440,4.04E+14,605135,22.09944751,210,42107,4G,4G,-85,-17,3.8,-,-63,39294,87,98,264,-76,-76,6,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,22,,,,,10,D2,93BCF,A47B,154914770,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271352893,0.962479926,0.000519,0.999999865,0.073143612,0.926854638,0.926854513,0.999998125,0.001936569,7.674623096,12.35110863,152.5498844,1611.025984,40.13758817
2022.11.14_15.23.50,80.156096,12.841246,3,40440,40440,4.04E+14,605135,22.09944751,210,42107,4G,4G,-89,-18,-3.2,-,-63,39294,0,0,264,-77,-77,6,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,22,,,,,17,D2,93BCF,A47B,154914770,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271427003,0.962459029,0.000471,0.999999889,0.073163588,0.926834515,0.926834412,0.999998,0.002000079,7.926311114,12.75616123,162.7196494,1621.195749,40.26407517
2022.11.14_15.23.57,80.156096,12.841246,3,40440,40440,4.04E+14,705135,23.20441989,50,42107,4G,4G,-81,-10,12.4,-,-63,390,0,0,264,-77,-77,6,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,,HANDOVER_DATA_4G4G,404-40-42107-605135-210-39294-264:404-40-42107-705135-50-390-264,,,22,32,AC26F,A47B,180514610,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L1,20,0.271427003,0.962459029,0.005864,0.999982807,0.074312428,0.925684571,0.925668656,0.999981083,0.0061509,24.37601768,39.2293978,1538.945652,3154.181752,56.16210245
2022.11.14_15.24.01,80.156147,12.841328,4,40440,40440,4.04E+14,705135,23.20441989,50,42107,4G,4G,-79,-10,12.4,-,-63,390,0,0,264,-77,-77,3,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,1,,,,,4,32,AC26F,A47B,180514610,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L1,20,0.271505924,0.962436769,0.005915,0.999982506,0.074334035,0.925663161,0.925646968,0.999981003,0.006163914,24.42759014,39.31239562,1545.464449,3160.700549,56.22010805
2022.11.14_15.24.09,80.156205,12.8414,4,40440,40440,4.04E+14,705135,23.20441989,50,42107,4G,4G,-78,-11,12.4,-,-63,390,0,0,264,-76,-76,3,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,1,,,,,11,32,AC26F,A47B,180514610,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L1,20,0.271575218,0.962417218,0.005973,0.999982162,0.074353007,0.925644357,0.925627846,0.999980852,0.006188344,24.524407,39.46820726,1557.739384,3172.975484,56.32917081
2022.11.14_15.24.17,80.156257,12.841477,3,40440,40440,4.04E+14,705135,23.20441989,50,42107,4G,4G,-85,-12,2.6,-,-65,390,14,22,264,-75,-75,3,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,1,,,,,18,32,AC26F,A47B,180514610,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L1,20,0.271649324,0.962396303,0.006025,0.99998185,0.074373296,0.925624242,0.925607442,0.999980738,0.006206828,24.59766119,39.58609844,1567.05919,3182.29529,56.41183644
2022.11.14_15.24.28,80.156299,12.841563,2,40440,40440,4.04E+14,705135,23.20441989,50,42107,4G,4G,-82,-11,8.4,-,-64,390,0,0,264,-75,-75,3,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,1,,,,,27,32,AC26F,A47B,180514610,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L1,20,0.271732089,0.962372938,0.006067,0.999981596,0.074395955,0.92560177,0.925584735,0.99998069,0.006214476,24.62796764,39.63487196,1570.923075,3186.159175,56.44607316
2022.11.14_15.24.41,80.156363,12.841636,3,40440,40440,4.04E+14,705135,23.20441989,50,42107,4G,4G,-79,-10,5.2,-,-63,390,0,0,264,-69,-69,9,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,1,,,,,30,32,AC26F,A47B,180514610,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L1,20,0.271802341,0.962353099,0.006131,0.999981205,0.074415189,0.925582689,0.925565293,0.999980482,0.006247839,24.76018629,39.84765724,1587.835787,3203.071887,56.59568789
2022.11.14_15.24.47,80.156363,12.841636,3,40440,40440,4.04E+14,705135,23.20441989,50,42107,4G,4G,-79,-10,5.4,-,-63,390,0,0,264,-69,-69,9,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,1,LOG_END,,,,30,32,AC26F,A47B,180514610,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L1,20,0.271802341,0.962353099,0.006131,0.999981205,0.074415189,0.925582689,0.925565293,0.999980482,0.006247839,24.76018629,39.84765724,1587.835787,3203.071887,56.59568789
2022.11.14_15.25.25,80.156347,12.841832,1,40440,40440,4.04E+14,606562,24.30939227,13,42107,4G,4G,-80,-16,0.4,-,-63,39150,69,70,403,0,0,9,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,23,LOG START,,,,7,D,94162,A47B,155279885,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271990957,0.962299807,3.00E-06,1,0.075199012,0.924790111,0.924790111,0.999989124,0.004664001,18.48343554,29.74620608,884.8367761,2664.832876,51.6220193
2022.11.14_15.25.25,80.15634,12.84184,0,40440,40440,4.04E+14,606562,24.30939227,13,42107,4G,4G,-80,-16,-6.6,-,-63,39150,12,21,403,-69,-69,5,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,23,,,,,7,D,94162,A47B,155279885,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.271998656,0.962297631,-4.00E-06,1,0.075201141,0.92478802,0.92478802,0.999989161,0.004656002,18.4517343,29.69518788,881.8041833,2661.800283,51.59263788
2022.11.14_15.25.41,80.156254,12.841873,1,40440,40440,4.04E+14,606562,24.30939227,13,42107,4G,4G,-76,-14,11,-,-63,39150,432,25,403,-60,-60,3,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,23,,,,,21,D,94162,A47B,155279885,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.272030411,0.962288655,-9.00E-05,0.999999996,0.075209921,0.924779393,0.92477939,0.99998931,0.00462381,18.32415938,29.48987596,869.652784,2649.648884,51.47474025
2022.11.14_15.25.54,80.156168,12.841924,2,40440,40440,4.04E+14,606562,24.30939227,13,42107,4G,4G,-84,-16,-6,-,-63,39150,53,11,403,-61,-61,3,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,22,,,,,28,D,94162,A47B,155279885,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.272079488,0.96227478,-0.000176,0.999999985,0.075223489,0.924766059,0.924766045,0.999989534,0.004575132,18.13124675,29.17941316,851.4381525,2631.434253,51.29750727
2022.11.14_15.26.00,80.156168,12.841924,2,40440,40440,4.04E+14,606562,24.30939227,13,42107,4G,4G,-84,-16,-0.6,-,-63,39150,53,11,403,-61,-61,3,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,22,LOG_END,,,,28,D,94162,A47B,155279885,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.272079488,0.96227478,-0.000176,0.999999985,0.075223489,0.924766059,0.924766045,0.999989534,0.004575132,18.13124675,29.17941316,851.4381525,2631.434253,51.29750727
2022.11.14_15.26.09,80.156137,12.841934,0,40440,40440,4.04E+14,606562,24.30939227,13,42107,4G,4G,-74,-16,-0.6,-,-63,39150,53,21,403,0,0,9,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,22,LOG START,,,,3,D,94162,A47B,155279885,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.27208911,0.962272059,-0.000207,0.999999979,0.075226149,0.924763445,0.924763425,0.999989574,0.004566341,18.09640904,29.1233473,848.1693581,2628.165458,51.26563623
2022.11.14_15.26.09,80.156136,12.841936,0,40440,40440,4.04E+14,606562,24.30939227,13,42107,4G,4G,-74,-16,-0.6,-,-63,39150,53,21,403,-60,-60,4,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,22,,,,,3,D,94162,A47B,155279885,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.272091035,0.962271515,-0.000208,0.999999978,0.075226681,0.924762922,0.924762902,0.999989583,0.004564385,18.08865717,29.11087189,847.4428619,2627.438962,51.25855013
2022.11.14_15.26.32,80.156055,12.841985,2,40440,40440,4.04E+14,606562,24.30939227,13,42107,4G,4G,-86,-15,-5.2,-,-65,39150,388,44,403,-62,-62,4,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,23,,,,,23,D,94162,A47B,155279885,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.272138186,0.962258181,-0.000289,0.999999958,0.075239718,0.924750108,0.924750069,0.999989787,0.004519553,17.91098766,28.82494053,830.8771963,2610.873296,51.09670534
2022.11.14_15.26.43,80.156055,12.841985,2,40440,40440,4.04E+14,600325,23.75690608,13,42107,4G,4G,-77,-14,-0.8,-,-63,39150,4,4,28,-62,-62,4,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,,HANDOVER_DATA_4G4G,404-40-42107-606562-13-39150-403:404-40-42107-600325-13-39150-28,,,32,D,92905,A47B,153683213,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.272138186,0.962258181,0.00565,0.999984039,0.074581208,0.925416804,0.925402033,0.999983241,0.005789445,22.94356856,36.92409441,1363.388748,3060.004848,55.31731056
2022.11.14_15.26.43,80.155974,12.842032,2,40440,40440,4.04E+14,600325,23.75690608,13,42107,4G,4G,-77,-14,1.4,-,-64,39150,4,4,28,-64,-64,3,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,,,,,,1,D,92905,A47B,153683213,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.272183412,0.96224539,0.005569,0.999984493,0.074593602,0.925404502,0.925390152,0.999983754,0.005700096,22.58948088,36.35424552,1321.631168,3018.247268,54.93857723
2022.11.14_15.26.48,80.155974,12.842032,2,40440,40440,4.04E+14,606562,24.30939227,13,42107,4G,4G,-77,-15,0,-,-63,39150,20,31,403,-64,-64,3,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,,HANDOVER_DATA_4G4G,404-40-42107-600325-13-39150-28:404-40-42107-606562-13-39150-403,,,4,D,94162,A47B,155279885,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.272183412,0.96224539,-0.00037,0.999999932,0.075252221,0.924737815,0.924737752,0.999989973,0.004478157,17.74693748,28.56092735,815.7265711,2595.722671,50.94823521
2022.11.14_15.26.50,80.155974,12.842032,2,40440,40440,4.04E+14,600325,23.75690608,13,42107,4G,4G,-81,-16,-3.8,-,-65,39150,47,40,28,-64,-64,3,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,,HANDOVER_DATA_4G4G,404-40-42107-606562-13-39150-403:404-40-42107-600325-13-39150-28,,,2,D,92905,A47B,153683213,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.272183412,0.96224539,0.005569,0.999984493,0.074593602,0.925404502,0.925390152,0.999983754,0.005700096,22.58948088,36.35424552,1321.631168,3018.247268,54.93857723
2022.11.14_15.26.51,80.155888,12.842071,2,40440,40440,4.04E+14,600325,23.75690608,13,42107,4G,4G,-81,-16,0.6,-,-63,39150,17,1,28,-68,-68,3,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,23,,,,,2,D,92905,A47B,153683213,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.272220939,0.962234774,0.005483,0.999984968,0.074603887,0.925394293,0.925380383,0.99998427,0.005608999,22.22846373,35.77324473,1279.725039,2976.341139,54.55585339
2022.11.14_15.26.57,80.155888,12.842071,2,40440,40440,4.04E+14,606562,24.30939227,13,42107,4G,4G,-83,-16,-8,-,-63,39150,0,0,403,-68,-68,3,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,,HANDOVER_DATA_4G4G,404-40-42107-600325-13-39150-28:404-40-42107-606562-13-39150-403,,,6,D,94162,A47B,155279885,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.272220939,0.962234774,-0.000456,0.999999896,0.075262597,0.924727613,0.924727517,0.999990114,0.004446674,17.62216912,28.36013214,804.2970948,2584.293195,50.83594393
2022.11.14_15.27.00,80.155794,12.842112,3,40440,40440,4.04E+14,606562,24.30939227,13,42107,4G,4G,-84,-15,1.4,-,-63,39150,0,0,403,-64,-64,4,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,22,,,,,3,D,94162,A47B,155279885,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.27226039,0.962223612,-0.00055,0.999999849,0.075273504,0.924716886,0.924716746,0.99999025,0.004415788,17.49976789,28.16314645,793.1628179,2573.158918,50.72631386
2022.11.14_15.27.06,80.155713,12.842156,5,40440,40440,4.04E+14,606562,24.30939227,13,42107,4G,4G,-87,-16,0.6,-,-63,39150,0,0,403,-69,-69,4,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,22,,,,,5,D,94162,A47B,155279885,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.272302728,0.962211632,-0.000631,0.999999801,0.07528521,0.924705373,0.924705189,0.999990398,0.004382212,17.3667065,27.9490049,781.1468751,2561.142975,50.60773632
2022.11.14_15.27.24,80.155713,12.842156,5,40440,40440,4.04E+14,606562,24.30939227,13,42107,4G,4G,-87,-16,-5.8,-,-63,39150,0,0,403,-69,-69,4,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,22,LOG_END,,,,5,D,94162,A47B,155279885,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L40,20,0.272302728,0.962211632,-0.000631,0.999999801,0.07528521,0.924705373,0.924705189,0.999990398,0.004382212,17.3667065,27.9490049,781.1468751,2561.142975,50.60773632
2022.11.14_15.27.40,80.155671,12.842173,0,40440,40440,4.04E+14,706562,22.6519337,81,42107,4G,4G,-70,-11,-0.8,-,-63,3696,77,5,229,-68,-68,5,G,VD,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,2,LOG START,,,,7,51,AC802,A47B,180879953,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L8,20,0.272319086,0.962207002,0.003413,0.999994176,0.074905207,0.92509072,0.925085332,0.999990539,0.004349864,17.23850926,27.74269145,769.6569287,2305.513029,48.01575813
2022.11.14_15.27.40,80.155671,12.842173,0,40440,40440,4.04E+14,706562,22.6519337,81,42107,4G,4G,-70,-11,-0.8,-,-63,3696,77,5,229,-68,-68,5,G,VD,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,2,,,,,7,51,AC802,A47B,180879953,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L8,20,0.272319086,0.962207002,0.003413,0.999994176,0.074905207,0.92509072,0.925085332,0.999990539,0.004349864,17.23850926,27.74269145,769.6569287,2305.513029,48.01575813
2022.11.14_15.28.00,80.155671,12.842173,0,40440,40440,4.04E+14,706562,22.6519337,81,42107,4G,4G,-71,-11,1.4,-,-63,3696,0,0,229,-68,-68,5,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,2,CALL_END,404-40-42107-706562-81,,,24,51,AC802,A47B,180879953,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L8,20,0.272319086,0.962207002,0.003413,0.999994176,0.074905207,0.92509072,0.925085332,0.999990539,0.004349864,17.23850926,27.74269145,769.6569287,2305.513029,48.01575813
2022.11.14_15.28.03,80.155671,12.842173,0,40440,40440,4.04E+14,706562,22.6519337,20,42107,4G,4G,-64,-8,8.8,-,-65,1615,0,3,228,-68,-68,5,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,,HANDOVER_DATA_4G4G,404-40-42107-706562-81-3696-229:404-40-42107-706562-20-1615-228,,,26,14,AC802,A47B,180879892,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L3,20,0.272319086,0.962207002,0.003413,0.999994176,0.074905207,0.92509072,0.925085332,0.999990539,0.004349864,17.23850926,27.74269145,769.6569287,2305.513029,48.01575813
2022.11.14_15.28.05,80.155593,12.842239,3,40440,40440,4.04E+14,706562,22.6519337,20,42107,4G,4G,-64,-8,8.8,-,-65,1615,64,149,228,-70,-70,4,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,0,,,,,2,14,AC802,A47B,180879892,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L3,20,0.272382591,0.962189027,0.003335,0.999994439,0.074922675,0.925073438,0.925068294,0.999990969,0.004249921,16.84243834,27.10527708,734.6960456,2270.552146,47.65031108
2022.11.14_15.28.11,80.155524,12.842305,2,40440,40440,4.04E+14,706562,22.6519337,20,42107,4G,4G,-68,-11,6.2,-,-63,1615,0,0,228,-70,-70,5,G,I,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,2,,,,,7,14,AC802,A47B,180879892,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L3,20,0.272446095,0.962171048,0.003266,0.999994667,0.074940143,0.925056152,0.925051219,0.999991362,0.004156518,16.47228174,26.50956779,702.7571844,2238.613284,47.31398614
2022.11.14_15.28.18,80.155427,12.842331,2,40440,40440,4.04E+14,706562,22.6519337,20,42107,4G,4G,-70,-11,-7.2,-,-63,1615,13,11,228,-69,-69,4,G,D,,,,,,,,,,,M,13,1,,,-1,1000,100.101.126.137,2,,,,,13,14,AC802,A47B,180879892,19.7,375,Xiaomi:Redmi Note 6 Pro:PKQ1.180904.001,L3,20,0.272471111,0.962163964,0.003169,0.999994979,0.074947024,0.925049342,0.925044697,0.999991721,0.004069188,16.12619211,25.95259051,673.5369544,2209.393054,47.00418124
